date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,actual_snow,average_snow,snow_depth,sea_pressure,wind_speed,max_wind_speed,max_gust_speed,visibility
2015-7-21,28,23,32,21,29,12,40,1890,1977,0.0,3.81,5.74,0.00,0.00,0.00,1004,4,16,31,15
2015-7-22,25,21,29,21,29,12,40,1873,2011,0.00,3.56,4.72,0.00,0.00,0.00,1008,9,23,37,16
2015-7-23,25,20,30,21,29,14,37,1890,2011,0.00,3.81,6.12,0.00,0.00,0.00,1013,6,21,31,16
2015-7-24,26,21,31,21,29,13,36,1893,1999,0.00,3.81,9.52,0.00,0.00,0.00,1013,3,16,24,16
2015-7-25,26,21,31,21,29,13,36,1953,1999,0.00,3.81,4.17,0.00,0.00,0.00,1015,5,16,31,16
2015-7-26,28,23,32,21,29,12,36,1920,1940,0.0,4.06,9.65,0.00,0.00,0.00,1015,7,19,35,16
2015-7-27,26,22,30,21,29,12,36,1920,1963,9.14,4.06,6.73,0.00,0.00,0.00,1016,5,32,35,14
2015-7-28,29,24,35,21,29,13,36,1903,1999,0.00,4.32,7.90,0.00,0.00,0.00,1015,4,14,19,15
2015-7-29,31,26,36,21,29,15,37,1914,1949,0.00,4.32,8.81,0.00,0.00,0.00,1014,6,16,27,15
2015-7-30,28,24,31,21,29,13,36,1956,1988,49.53,4.32,9.04,0.00,0.00,0.00,1011,7,19,35,7
2015-7-31,27,22,32,21,29,13,38,1914,1933,0.00,4.32,5.82,0.00,0.00,0.00,1010,5,19,29,15
2015-8-1,28,24,32,21,29,15,37,1964,1933,0.00,4.06,7.24,0.00,0.00,0.00,1009,7,23,35,16
2015-8-2,27,22,32,21,29,14,37,1924,1955,0.00,4.06,6.32,0.00,0.00,0.00,1012,3,19,27,16
2015-8-3,28,24,32,21,29,12,36,1927,2005,0.00,4.32,6.88,0.00,0.00,0.00,1010,8,19,34,16
2015-8-4,26,21,32,21,29,13,37,1886,1944,10.92,4.06,8.26,0.00,0.00,0.00,1011,9,37,58,13
2015-8-5,27,22,31,21,29,13,38,1951,1944,0.00,4.06,3.66,0.00,0.00,0.00,1012,5,19,34,16
2015-8-6,24,19,28,21,29,13,36,1994,1955,0.00,4.06,8.41,0.00,0.00,0.00,1014,4,14,23,16
2015-8-7,25,21,29,21,29,13,40,1994,1918,0.00,3.81,5.54,0.00,0.00,0.00,1013,9,21,29,16
2015-8-8,24,20,28,21,29,12,37,1903,2001,0.00,3.81,6.60,0.00,0.00,0.00,1015,6,19,24,16
2015-8-9,25,20,29,21,29,13,39,1989,2001,0.00,3.81,10.41,0.00,0.00,0.00,1016,6,16,27,16
2015-8-10,25,21,29,21,28,12,36,1879,1949,0.00,3.56,11.79,0.00,0.00,0.00,1017,7,21,32,16
2015-8-11,24,22,27,21,28,13,38,1962,1944,29.72,3.56,6.07,0.00,0.00,0.00,1010,7,19,34,10
2015-8-12,26,22,29,20,28,12,36,1889,1944,0.00,3.56,9.19,0.00,0.00,0.00,1011,7,19,31,16
2015-8-13,24,19,28,20,28,12,37,1930,2005,0.00,3.56,6.86,0.00,0.00,0.00,1017,5,16,24,16
2015-8-14,26,19,31,20,28,12,37,1964,1988,0.00,3.81,14.76,0.00,0.00,0.00,1020,5,14,29,16
2015-8-15,28,23,33,20,28,12,36,1964,1988,0.00,3.56,3.86,0.00,0.00,0.00,1019,5,13,26,16
2015-8-16,29,24,34,20,28,12,35,1880,1944,0.00,3.81,12.19,0.00,0.00,0.00,1019,3,14,27,16
2015-8-17,31,26,35,20,28,13,35,1979,1944,0.00,3.56,7.26,0.00,0.00,0.00,1017,5,16,24,15
2015-8-18,28,23,32,20,28,12,34,1915,2002,7.37,3.56,10.03,0.00,0.00,0.00,1017,6,23,40,13
2015-8-19,28,25,31,20,28,12,34,1924,2002,0.00,3.81,6.43,0.00,0.00,0.00,1017,6,19,35,16
2015-8-20,28,25,30,20,28,12,36,1949,1955,0.25,3.56,9.22,0.00,0.00,0.00,1016,9,26,40,16
2015-8-21,26,22,31,20,28,11,35,1922,1955,8.13,3.81,10.64,0.00,0.00,0.00,1016,7,19,26,14
2015-8-22,26,21,30,19,28,11,35,1895,1916,0.00,3.56,4.70,0.00,0.00,0.00,1019,7,16,26,15
2015-8-23,26,21,29,19,28,10,33,1923,1916,0.00,3.56,7.70,0.00,0.00,0.00,1015,6,16,23,16
2015-8-24,27,23,31,19,28,11,34,1890,1972,0.00,3.56,9.17,0.00,0.00,0.00,1012,4,14,29,16
2015-8-25,28,23,32,19,28,11,35,1940,1948,0.00,3.56,4.72,0.00,0.00,0.00,1011,6,16,29,16
2015-8-26,24,19,29,19,27,11,39,1887,1948,0.00,3.05,8.23,0.00,0.00,0.00,1014,6,19,31,16
2015-8-27,24,19,28,19,27,10,38,1885,1948,0.00,3.30,10.57,0.00,0.00,0.00,1017,5,16,27,16
2015-8-28,23,17,28,19,27,10,37,1885,1948,0.00,3.30,10.13,0.00,0.00,0.00,1021,4,13,23,16
2015-8-29,25,19,31,19,27,10,37,1986,1953,0.00,3.05,6.81,0.00,0.00,0.00,1021,3,19,32,16
2015-8-30,27,22,32,19,27,10,36,1965,1973,3.30,3.05,5.84,0.00,0.00,0.00,1018,6,19,31,14
2015-8-31,29,24,33,19,27,10,37,1976,1953,0.00,3.05,9.55,0.00,0.00,0.00,1016,7,21,34,14
2015-9-1,28,24,32,19,27,10,36,1872,1953,0.00,3.30,9.75,0.00,0.00,0.00,1017,4,14,21,13
2015-9-2,28,23,33,18,27,10,38,1886,1953,0.00,3.30,5.38,0.00,0.00,0.00,1015,3,14,24,12
2015-9-3,29,23,34,18,27,10,37,1893,1929,0.00,3.30,8.43,0.00,0.00,0.00,1011,3,16,23,10
2015-9-4,26,22,29,18,26,8,36,1883,1929,0.00,3.56,8.84,0.00,0.00,0.00,1018,11,27,40,12
2015-9-5,24,19,28,18,26,10,34,1963,1985,0.00,3.30,6.22,0.00,0.00,0.00,1024,7,23,27,16
2015-9-6,24,18,31,18,26,8,36,1924,1881,0.00,3.30,8.28,0.00,0.00,0.00,1022,2,14,26,16
2015-9-7,27,21,33,18,26,7,38,1888,1881,0.00,3.56,5.26,0.00,0.00,0.00,1018,7,16,31,16
2015-9-8,31,24,36,18,26,12,36,1955,2015,0.00,3.30,12.34,0.00,0.00,0.00,1015,8,21,35,16
2015-9-9,28,24,32,17,26,8,34,1883,1915,0.0,3.30,2.18,0.00,0.00,0.00,1012,6,21,40,16
2015-9-10,24,21,26,17,25,6,36,1883,1983,40.13,3.30,4.01,0.00,0.00,0.00,1010,10,19,29,7
2015-9-11,23,19,27,17,25,6,37,1917,1983,0.00,3.30,7.37,0.00,0.00,0.00,1008,8,23,31,15
2015-9-12,23,21,26,17,25,7,34,1917,1961,7.37,3.56,5.97,0.00,0.00,0.00,1007,7,23,35,14
2015-9-13,22,17,27,17,24,7,34,1963,1952,1.02,3.56,10.01,0.00,0.00,0.00,1006,10,24,40,15
2015-9-14,20,15,25,17,24,7,33,1975,1931,0.00,3.56,9.70,0.00,0.00,0.00,1017,10,23,37,16
2015-9-15,23,17,29,16,24,7,33,1913,1927,0.00,3.81,10.57,0.00,0.00,0.00,1025,4,13,21,16
2015-9-16,25,19,31,16,24,8,33,1966,1915,0.00,3.81,12.75,0.00,0.00,0.00,1025,2,11,18,16
2015-9-17,26,20,32,16,24,7,33,1986,1991,0.00,3.81,8.56,0.00,0.00,0.00,1021,4,19,24,16
2015-9-18,26,20,31,16,24,6,32,1990,1891,0.00,3.81,9.96,0.00,0.00,0.00,1016,3,14,26,16
2015-9-19,24,20,28,16,23,6,34,1929,1983,0.00,3.81,10.92,0.00,0.00,0.00,1014,4,19,32,15
2015-9-20,22,18,26,15,23,6,33,1993,1983,0.00,3.81,5.89,0.00,0.00,0.00,1015,13,24,37,16
2015-9-21,19,15,23,15,23,4,35,1871,1895,0.00,3.81,14.07,0.00,0.00,0.00,1022,12,27,39,16
2015-9-22,19,17,22,15,23,5,35,1904,1914,0.00,3.81,5.94,0.00,0.00,0.00,1025,11,23,29,16
2015-9-23,21,15,27,14,23,5,36,1947,1895,0.00,3.56,21.03,0.00,0.00,0.00,1024,5,14,21,16
2015-9-24,22,16,28,14,22,4,32,1963,2017,0.00,3.81,5.74,0.00,0.00,0.00,1025,7,21,29,16
2015-9-25,21,17,24,14,22,4,32,1887,1970,0.00,3.56,5.99,0.00,0.00,0.00,1028,10,21,29,16
2015-9-26,19,16,22,14,22,5,32,1940,1970,0.00,3.81,5.94,0.00,0.00,0.00,1030,10,29,42,16
2015-9-27,18,13,22,14,22,5,32,1957,1933,0.00,3.81,7.95,0.00,0.00,0.00,1030,8,14,23,16
2015-9-28,22,18,26,13,21,5,31,1947,1881,0.00,4.06,9.75,0.00,0.00,0.00,1024,5,14,24,15
2015-9-29,26,22,28,13,21,5,31,1942,1945,2.79,4.06,5.54,0.00,0.00,0.00,1017,4,16,29,15
2015-9-30,21,15,26,13,21,3,31,1912,1986,32.00,4.06,6.71,0.00,0.00,0.00,1008,13,26,43,12
2015-10-1,16,13,18,13,21,2,31,1947,1927,2.29,3.81,12.65,0.00,0.00,0.00,1019,14,26,39,16
2015-10-2,12,9,14,13,21,3,32,1886,1927,27.43,3.56,5.49,0.00,0.00,0.00,1023,20,37,52,11
2015-10-3,11,9,13,12,20,3,30,1974,1919,8.89,3.56,3.94,0.00,0.00,0.00,1026,19,34,50,10
2015-10-4,14,12,17,12,20,2,31,1888,1941,0.00,3.30,10.29,0.00,0.00,0.00,1026,17,34,47,16
2015-10-5,16,11,19,12,20,1,34,1881,1941,0.00,3.81,5.05,0.00,0.00,0.00,1022,10,24,32,16
2015-10-6,17,11,23,12,19,2,32,1881,1941,0.00,3.56,6.07,0.00,0.00,0.00,1016,3,14,19,16
2015-10-7,19,14,23,12,19,3,31,1999,1944,0.00,3.81,10.39,0.00,0.00,0.00,1015,5,13,24,16
2015-10-8,19,15,22,11,19,2,30,1988,2007,0.00,3.56,10.92,0.00,0.00,0.00,1020,5,14,24,16
2015-10-9,21,16,26,11,19,2,30,2000,1916,22.61,3.81,18.62,0.00,0.00,0.00,1012,7,27,43,11
2015-10-10,14,10,18,11,19,1,32,1888,1939,0.00,4.06,5.49,0.00,0.00,0.00,1018,4,19,35,16
2015-10-11,16,12,21,11,18,1,29,1964,1949,0.00,3.81,7.77,0.00,0.00,0.00,1014,6,16,27,16
2015-10-12,19,13,25,11,18,1,30,1876,1954,0.00,3.56,10.82,0.00,0.00,0.00,1009,6,16,27,16
2015-10-13,19,16,22,11,18,0,30,1875,1954,0.25,3.56,6.99,0.00,0.00,0.00,1002,6,16,26,16
2015-10-14,17,14,21,10,18,2,28,1988,1920,0.00,3.81,4.47,0.00,0.00,0.00,1007,6,19,31,16
2015-10-15,14,11,18,10,18,0,28,1876,1956,0.00,3.56,4.32,0.00,0.00,0.00,1014,7,16,27,16
2015-10-16,15,12,18,10,18,1,30,1876,1897,0.00,3.56,5.46,0.00,0.00,0.00,1015,9,21,35,16
2015-10-17,9,6,13,10,17,0,32,1886,1938,0.00,3.56,5.79,0.00,0.00,0.00,1019,9,21,39,16
2015-10-18,7,3,10,9,17,1,27,1974,1928,0.00,3.56,6.22,0.00,0.00,0.00,1025,8,26,40,16
2015-10-19,7,2,12,9,17,-1,29,1940,2016,0.00,3.56,11.05,0.00,0.00,0.00,1029,6,23,39,16
2015-10-20,15,9,21,9,17,0,26,1974,1969,0.00,3.56,7.06,0.00,0.00,0.00,1023,10,23,39,16
2015-10-21,19,14,24,9,17,0,28,1974,1920,0.00,3.56,5.51,0.00,0.00,0.00,1025,4,19,29,16
2015-10-22,19,14,24,9,17,-1,31,1940,1979,0.00,3.81,3.84,0.00,0.00,0.00,1021,8,19,31,16
2015-10-23,13,7,18,9,16,0,29,1969,1947,0.00,3.56,7.54,0.00,0.00,0.00,1023,11,23,35,16
2015-10-24,9,4,14,9,16,0,26,1969,2001,0.00,3.56,6.38,0.00,0.00,0.00,1027,6,16,24,16
2015-10-25,14,9,20,8,16,-1,26,1879,1963,1.27,3.81,8.38,0.00,0.00,0.00,1020,8,21,35,15
2015-10-26,11,8,14,8,16,-1,25,1879,1964,0.00,3.30,8.64,0.00,0.00,0.00,1030,6,19,31,16
2015-10-27,11,7,15,8,16,-2,27,1936,1963,0.00,3.56,4.78,0.00,0.00,0.00,1033,7,16,24,16
2015-10-28,16,12,21,8,16,-1,28,1976,1919,35.56,3.30,6.32,0.00,0.00,0.00,1017,11,23,45,8
2015-10-29,18,14,23,8,16,0,25,1925,1971,1.02,3.56,9.32,0.00,0.00,0.00,1003,10,27,48,15
2015-10-30,13,9,16,8,15,0,27,1925,1961,0.00,3.30,4.17,0.00,0.00,0.00,1013,9,21,39,16
2015-10-31,9,6,13,8,15,-1,27,1925,1946,0.00,3.56,6.12,0.00,0.00,0.00,1021,5,16,26,16
2015-11-1,16,12,18,8,15,-1,28,1885,1950,0.00,3.56,4.29,0.00,0.00,0.00,1014,8,26,37,16
2015-11-2,15,12,17,7,14,-1,28,1887,1950,0.00,3.56,4.32,0.00,0.00,0.00,1018,3,13,23,16
2015-11-3,16,9,22,7,14,-2,26,1875,2003,0.00,3.30,6.60,0.00,0.00,0.00,1022,4,13,21,16
2015-11-4,17,13,21,7,14,-3,25,1879,1975,0.00,3.30,3.66,0.00,0.00,0.00,1027,4,14,23,15
2015-11-5,18,13,22,7,14,-5,25,1879,1961,0.25,3.30,4.93,0.00,0.00,0.00,1024,3,14,26,7
2015-11-6,21,19,23,7,14,-2,23,1879,1948,0.00,3.56,3.73,0.00,0.00,0.00,1015,8,23,42,13
2015-11-7,17,12,22,7,14,-1,25,1930,1938,0.00,3.30,7.52,0.00,0.00,0.00,1016,7,19,31,16
2015-11-8,11,8,13,7,14,-1,24,1886,1975,0.00,3.05,18.80,0.00,0.00,0.00,1027,6,24,37,16
2015-11-9,11,6,15,7,13,-4,23,1976,1975,0.00,3.30,9.27,0.00,0.00,0.00,1029,3,14,21,16
2015-11-10,12,11,14,6,13,-3,22,2017,1985,6.60,3.30,4.32,0.00,0.00,0.00,1016,16,37,55,10
2015-11-11,12,9,14,6,13,-4,23,2017,1949,10.92,3.05,3.58,0.00,0.00,0.00,1010,8,21,29,12
2015-11-12,13,11,16,6,13,-3,24,1926,1879,0.25,3.05,6.07,0.00,0.00,0.00,1008,9,27,45,15
2015-11-13,11,8,14,6,13,-5,22,1873,1931,0.00,3.30,5.23,0.00,0.00,0.00,1005,17,32,58,16
2015-11-14,8,6,9,6,13,-6,22,1905,1993,0.00,3.30,5.66,0.00,0.00,0.00,1018,13,34,52,16
2015-11-15,9,4,14,6,12,-6,26,1967,1993,0.00,3.30,6.17,0.00,0.00,0.00,1024,8,21,35,16
2015-11-16,15,11,19,6,12,-8,22,1933,1928,0.00,3.30,6.07,0.00,0.00,0.00,1023,7,23,31,16
2015-11-17,8,4,11,5,12,-7,21,1933,1953,0.00,3.56,3.91,0.00,0.00,0.00,1033,10,27,34,16
2015-11-18,11,8,14,5,12,-7,22,1936,1928,0.00,3.56,3.15,0.00,0.00,0.00,1031,8,21,34,16
2015-11-19,16,14,18,5,12,-7,22,1936,1921,31.75,3.56,4.95,0.00,0.25,0.00,1019,9,27,48,9
2015-11-20,13,8,18,4,11,-6,25,1873,1985,0.00,3.30,8.56,0.00,0.00,0.00,1019,9,24,35,16
2015-11-21,9,6,12,4,11,-8,23,1879,1900,0.00,3.56,3.38,0.00,0.00,0.00,1022,10,26,35,16
2015-11-22,9,6,13,4,11,-10,22,1880,1931,0.76,3.56,5.16,0.00,0.00,0.00,1012,10,21,34,16
2015-11-23,4,1,7,4,11,-10,22,1880,1931,0.00,3.56,4.67,0.00,0.00,0.00,1017,9,21,37,16
2015-11-24,4,0,8,4,11,-10,22,1880,1979,0.00,3.56,4.95,0.00,0.00,0.00,1028,6,19,26,16
2015-11-25,6,2,10,4,10,-7,22,1938,1979,0.00,3.30,3.45,0.00,0.25,0.00,1040,4,14,21,16
2015-11-26,11,5,16,4,10,-8,19,1938,1946,0.00,3.56,4.85,0.00,0.00,0.00,1041,5,13,23,16
2015-11-27,14,11,18,3,10,-11,22,1932,1896,0.00,3.30,5.46,0.00,0.00,0.00,1031,6,14,29,15
2015-11-28,12,6,17,3,9,-9,21,1930,2011,0.51,3.56,5.44,0.00,0.00,0.00,1031,0.0,0.0,0.0,15
2015-11-29,6,3,9,3,9,-9,20,1872,1990,0.0,3.56,5.59,0.00,0.25,0.00,1031,0.0,0.0,0.0,15
2015-11-30,4,1,7,3,9,-13,21,1875,1991,0.00,3.81,2.82,0.00,0.00,0.00,1028,9,21,31,15
2015-12-1,9,7,11,3,9,-12,21,1875,2006,8.38,3.56,4.37,0.00,0.25,0.00,1022,11,19,31,15
2015-12-2,11,8,14,3,9,-11,18,1875,1970,3.56,3.56,5.49,0.00,0.25,0.00,1009,5,14,27,15
2015-12-3,10,7,13,2,8,-12,20,1976,1998,0.0,3.81,4.14,0.00,0.00,0.00,1013,14,26,43,15
2015-12-4,8,6,11,2,8,-12,23,1882,1998,0.00,3.56,4.67,0.00,0.25,0.00,1030,7,19,29,15
2015-12-5,8,4,11,2,8,-11,21,1926,2001,0.00,3.56,3.25,0.00,0.25,0.00,1037,4,14,19,15
2015-12-6,8,4,12,2,8,-11,21,1871,2001,0.00,3.30,4.06,0.00,0.25,0.00,1030,5,19,26,15
2015-12-7,9,6,12,2,8,-12,23,1926,1998,0.00,3.56,5.03,0.00,0.25,0.00,1020,6,16,26,15
2015-12-8,7,5,9,1,7,-12,18,1882,1927,0.00,3.56,3.91,0.00,0.25,0.00,1020,7,21,29,15
2015-12-9,9,4,13,1,7,-13,18,1876,1966,0.00,3.30,6.45,0.00,0.25,0.00,1019,7,21,35,15
2015-12-10,13,11,16,1,7,-16,21,1876,1946,0.0,3.56,4.11,0.00,0.51,0.00,1014,7,19,29,15
2015-12-11,13,10,16,1,7,-14,17,1880,1879,0.00,3.56,6.12,0.00,0.25,0.00,1013,8,21,32,13
2015-12-12,16,13,19,1,7,-15,20,1988,1931,0.0,3.30,4.06,0.00,0.25,0.00,1020,3,14,26,11
2015-12-13,16,13,19,1,7,-13,19,1960,2015,0.00,3.30,7.70,0.00,0.51,0.00,1021,5,19,29,12
2015-12-14,16,12,19,0,6,-11,19,1976,1881,8.38,3.30,5.64,0.00,0.25,0.00,1010,7,21,31,7
2015-12-15,16,12,20,0,6,-14,20,1874,2015,2.29,3.30,3.40,0.00,0.51,0.00,1001,17,34,55,15
2015-12-16,10,8,12,0,6,-13,17,1876,1971,1.02,3.05,5.72,0.00,0.25,0.00,1019,9,23,35,14
2015-12-17,13,10,15,0,6,-17,16,1919,2000,30.73,3.30,5.79,0.00,0.51,0.00,1011,8,19,29,9
2015-12-18,9,3,14,-1,6,-18,17,1919,1984,0.0,3.05,3.30,0.00,0.51,0.00,1007,11,27,42,16
2015-12-19,3,2,4,-1,6,-18,14,1884,1931,0.00,3.05,3.02,0.00,0.51,0.00,1018,15,32,48,16
2015-12-20,4,1,6,-1,6,-20,15,1942,2002,0.00,3.05,4.62,0.00,0.51,0.00,1031,10,27,42,16
2015-12-21,9,4,13,-1,5,-18,18,1942,2013,0.00,3.30,6.32,0.00,0.25,0.00,1024,12,27,47,16
2015-12-22,14,12,17,-1,5,-16,21,1872,2013,4.83,3.05,5.54,0.00,0.51,0.00,1016,8,23,32,12
2015-12-23,14,11,18,-1,5,-18,18,1883,1990,39.37,3.30,4.09,0.00,0.51,0.00,1018,6,16,27,5
2015-12-24,20,17,22,-1,5,-14,22,1983,2015,0.25,3.30,3.61,0.00,0.51,0.00,1014,7,24,43,14
2015-12-25,17,14,19,-2,4,-18,18,1980,2015,0.25,3.30,3.30,0.00,0.51,0.00,1022,1,13,19,13
2015-12-26,12,8,15,-2,4,-16,17,1914,1982,0.0,3.05,4.22,0.00,0.51,0.00,1030,13,24,35,16
2015-12-27,12,8,16,-2,4,-14,17,1872,1949,3.05,3.05,5.44,0.00,0.51,0.00,1016,9,24,42,8
2015-12-28,4,1,8,-2,4,-13,18,1917,1982,0.76,3.05,3.43,0.0,0.51,0.00,1029,13,29,45,16
2015-12-29,4,1,8,-2,4,-21,21,1917,1984,11.43,2.79,6.40,0.0,0.51,0.00,1020,11,29,39,7
2015-12-30,6,3,9,-2,4,-25,18,1917,1984,4.83,3.05,4.29,0.00,0.76,0.00,1023,7,14,21,9
2015-12-31,7,6,9,-2,4,-21,17,1917,1965,0.76,2.79,5.87,0.00,0.51,0.00,1018,9,23,32,14
2016-1-1,3,1,6,-2,4,-20,16,1918,1966,0.00,3.05,5.21,0.00,0.51,0.00,1017,12,27,42,16
2016-1-2,2,0,4,-2,4,-16,20,1918,1876,0.00,3.05,4.88,0.00,0.51,0.00,1016,11,24,37,16
2016-1-3,4,2,7,-2,4,-20,17,1879,2000,0.00,3.05,6.15,0.00,0.51,0.00,1011,13,27,42,16
2016-1-4,-4,-10,2,-3,4,-19,18,1918,1950,0.00,3.05,6.93,0.00,0.51,0.00,1017,14,34,50,16
2016-1-5,-7,-12,-2,-3,3,-20,17,1904,1993,0.00,3.05,3.81,0.00,0.51,0.00,1035,8,32,48,16
2016-1-6,1,-4,5,-3,3,-18,22,1896,2007,0.00,3.30,4.19,0.00,0.51,0.00,1033,6,21,29,16
2016-1-7,4,-1,8,-3,3,-15,17,2014,1907,0.00,3.05,6.78,0.00,0.76,0.00,1025,4,11,0.0,16
2016-1-8,4,-1,8,-3,3,-16,18,1968,1998,0.00,2.79,3.17,0.00,0.51,0.00,1023,7,23,34,16
2016-1-9,7,4,8,-3,3,-18,17,1968,1937,0.0,3.30,3.61,0.00,0.51,0.00,1021,13,24,32,14
2016-1-10,10,4,15,-3,3,-21,15,1875,1876,45.72,3.05,4.57,0.00,0.76,0.00,1002,16,35,56,7
2016-1-11,1,-3,4,-3,3,-16,17,1968,1975,0.00,3.05,3.71,0.00,0.51,0.00,1013,17,32,56,16
2016-1-12,2,-4,7,-3,3,-16,18,1981,2017,0.0,3.30,5.97,0.0,0.51,0.00,1011,10,35,56,16
2016-1-13,-3,-6,-1,-3,3,-19,20,1914,1932,0.00,3.05,3.66,0.00,0.51,0.00,1014,16,34,56,16
2016-1-14,-1,-6,3,-3,3,-20,21,1914,1932,0.0,3.05,5.23,0.0,0.51,0.00,1014,8,24,37,16
2016-1-15,6,1,11,-3,3,-17,19,1957,1932,0.0,3.30,3.23,0.00,0.76,0.00,1010,8,19,29,15
2016-1-16,8,6,11,-3,3,-17,14,2004,1995,6.10,3.05,3.66,0.00,0.51,0.00,1000,11,24,35,12
2016-1-17,2,-1,6,-3,3,-18,17,1977,1990,1.27,3.05,3.45,1.02,0.51,0.00,1008,9,21,31,13
2016-1-18,-4,-8,-1,-3,3,-17,18,1982,1990,0.0,2.79,5.33,0.0,0.51,0.0,1010,19,35,56,15
2016-1-19,-6,-9,-2,-3,3,-19,17,1875,1951,0.00,3.05,6.07,0.00,0.51,0.0,1017,18,32,55,16
2016-1-20,0,-3,3,-3,3,-17,16,1994,2006,0.00,2.79,3.58,0.00,0.76,0.0,1020,9,23,35,16
2016-1-21,-1,-3,2,-3,3,-18,17,1985,2006,0.00,3.05,8.76,0.00,0.51,0.00,1021,10,24,37,16
2016-1-22,-3,-6,-1,-3,3,-17,16,1888,1959,0.25,3.05,4.32,0.51,0.51,0.00,1023,10,26,35,14
2016-1-23,-3,-4,-3,-3,3,-19,16,1936,1906,58.67,2.79,6.48,67.56,0.51,15.24,1008,25,40,68,1
2016-1-24,-2,-7,2,-3,3,-21,20,1882,1967,0.0,2.79,5.54,0.0,0.76,0.00,1013,9,27,45,14
2016-1-25,1,-2,4,-3,3,-16,15,1945,1967,0.00,2.79,4.57,0.00,0.51,48.26,1024,5,14,27,15
2016-1-26,6,3,9,-3,4,-16,22,1927,1950,0.00,2.79,5.56,0.00,0.51,43.18,1017,10,26,47,16
2016-1-27,5,1,8,-3,4,-18,20,1927,1916,0.0,2.79,4.93,0.00,0.51,22.86,1017,11,24,40,16
2016-1-28,3,0,6,-3,4,-18,18,1925,1916,0.00,2.79,4.75,0.00,0.76,15.24,1012,7,23,35,16
2016-1-29,2,-1,5,-3,4,-17,20,1873,2002,0.00,2.79,2.62,0.00,0.76,0.00,1002,13,27,52,15
2016-1-30,1,-2,4,-3,4,-16,17,1873,2006,0.00,2.79,3.02,0.00,0.51,15.24,1016,11,26,40,16
2016-1-31,8,2,13,-3,4,-18,17,1920,1947,0.00,3.05,3.84,0.00,0.76,2.54,1012,8,23,35,16
2016-2-1,11,7,15,-3,4,-18,19,1920,1989,0.25,2.79,5.38,0.00,0.76,5.08,1011,9,23,34,16
2016-2-2,7,3,10,-3,4,-19,15,1881,1988,0.00,2.79,7.57,0.00,0.76,0.0,1025,6,19,27,16
2016-2-3,11,6,15,-3,4,-17,17,1955,1991,18.54,2.79,3.94,0.00,1.02,0.00,1017,10,29,48,10
2016-2-4,11,7,15,-2,4,-17,20,1918,1991,0.0,2.54,5.33,0.00,0.76,0.00,1015,9,23,34,15
2016-2-5,3,-1,7,-2,4,-21,21,1918,1991,13.46,2.79,3.63,6.35,1.02,2.54,1020,13,27,47,7
2016-2-6,1,-1,4,-2,4,-20,20,1895,2008,0.00,2.79,6.96,0.00,0.76,0.0,1027,10,16,32,16
2016-2-7,4,1,8,-2,4,-17,12,1910,1938,0.00,2.79,7.52,0.00,0.76,0.00,1019,9,29,42,16
2016-2-8,1,-2,4,-2,4,-21,16,1934,2017,1.27,2.79,2.92,0.25,0.76,0.00,1008,17,34,50,11
2016-2-9,0,-3,2,-2,4,-26,17,1934,1990,0.0,2.54,4.42,0.0,0.76,0.00,1003,6,23,31,15
2016-2-10,2,-1,4,-2,5,-21,16,1899,2001,0.25,2.79,6.68,0.0,0.76,0.00,1003,9,26,39,10
2016-2-11,-4,-8,-1,-2,5,-18,18,1899,1960,0.0,2.54,6.96,0.0,1.02,0.00,1013,16,32,60,14
2016-2-12,-6,-9,-3,-2,5,-19,16,1914,1999,0.00,2.79,4.22,0.00,0.76,0.00,1020,11,24,43,16
2016-2-13,-10,-14,-6,-2,5,-18,17,1914,1951,0.00,2.54,6.15,0.00,1.02,0.00,1018,20,37,64,16
2016-2-14,-14,-18,-9,-2,5,-18,17,2016,1946,0.00,2.79,4.04,0.00,0.76,0.00,1032,10,32,53,16
2016-2-15,-4,-11,2,-2,6,-22,22,1943,1949,11.18,2.54,4.39,3.56,1.02,0.00,1027,9,19,27,7
2016-2-16,7,2,12,-2,6,-17,21,1888,1954,25.65,3.05,3.56,0.00,0.76,0.00,1007,13,29,64,9
2016-2-17,3,2,4,-2,6,-20,19,1896,1976,0.00,2.79,3.78,0.00,1.02,0.00,1015,12,23,35,16
2016-2-18,0,-3,2,-2,6,-17,20,1979,1981,0.00,2.79,3.81,0.00,0.76,0.00,1029,11,24,37,16
2016-2-19,0,-4,4,-1,6,-17,18,1936,1997,0.00,2.79,5.46,0.00,1.02,0.00,1030,9,23,37,16
2016-2-20,10,4,16,-1,6,-16,20,2015,1939,0.00,2.79,7.80,0.00,0.76,0.00,1013,12,26,48,16
2016-2-21,10,7,13,-1,6,-15,25,1896,2018,0.76,2.79,4.72,0.00,1.02,0.00,1013,8,23,34,16
2016-2-22,7,3,11,-1,6,-13,20,1963,1997,0.00,2.79,6.07,0.00,0.76,0.00,1020,8,26,35,16
2016-2-23,3,2,4,-1,6,-15,21,1889,1985,7.62,3.05,3.51,0.0,1.02,0.00,1025,24,39,56,10
2016-2-24,9,2,16,-1,7,-20,23,1873,1985,30.99,3.05,4.29,0.00,0.76,0.00,1009,17,34,58,5
