date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,actual_snow,average_snow,snow_depth,sea_pressure,wind_speed,max_wind_speed,max_gust_speed,visibility
2016-2-25,9,3,16,-1,7,-17,23,1914,1930,0.51,2.79,5.36,0.00,0.76,0.00,994,14,32,58,16
2016-2-26,1,-3,4,-1,7,-13,18,1990,1890,0.00,3.05,4.75,0.00,0.76,0.00,1011,14,35,55,16
2016-2-27,1,-3,5,-1,7,-15,22,1900,1997,0.00,3.05,3.96,0.00,0.51,0.00,1018,10,24,39,16
2016-2-28,9,3,16,-1,7,-15,19,1934,1976,0.00,3.05,3.07,0.00,0.76,0.00,1012,12,27,50,16
2016-2-29,12,8,16,-1,7,-15,20,1884,1880,1.27,3.30,5.74,0.00,0.51,0.00,1006,14,24,42,16
2016-3-1,8,4,11,-1,7,-15,22,1884,1972,0.00,3.30,7.49,0.00,0.51,0.00,1015,12,24,40,16
2016-3-2,6,-2,13,0,7,-12,22,1891,1972,3.56,3.05,6.12,0.00,0.51,0.00,1006,17,37,64,14
2016-3-3,-1,-3,2,0,7,-11,18,2003,1991,0.00,3.05,5.72,0.00,0.51,0.00,1023,9,26,40,16
2016-3-4,2,-1,4,0,8,-13,21,1943,1974,2.79,3.30,4.19,1.02,0.51,0.00,1020,13,24,35,6
2016-3-5,2,-2,5,0,8,-16,22,1872,1880,0.00,3.30,4.60,0.00,0.51,0.00,1022,7,21,29,16
2016-3-6,3,0,7,0,8,-14,20,1872,1935,0.00,3.30,6.68,0.00,0.51,0.00,1025,5,21,24,16
2016-3-7,9,2,16,1,8,-13,23,1890,1946,0.00,3.30,4.75,0.00,0.51,0.00,1021,13,27,48,14
2016-3-8,14,8,19,1,8,-13,24,1883,1987,0.00,3.56,4.52,0.00,0.51,0.00,1020,5,23,31,14
2016-3-9,16,7,25,1,8,-11,25,1996,2016,0.00,3.30,4.62,0.00,0.51,0.00,1018,4,16,35,12
2016-3-10,22,17,26,1,9,-11,26,1929,2016,0.00,3.30,4.11,0.00,0.25,0.00,1014,8,19,48,16
2016-3-11,14,9,20,1,9,-10,22,1960,1977,1.52,3.30,7.47,0.00,0.51,0.00,1019,10,27,42,14
2016-3-12,10,4,15,1,9,-13,21,1888,1890,0.00,3.30,5.92,0.00,0.25,0.00,1023,8,24,37,16
2016-3-13,13,10,17,1,9,-14,29,1888,1990,0.0,3.05,9.80,0.00,0.51,0.00,1017,6,19,29,16
2016-3-14,8,4,11,2,9,-11,23,1888,1946,7.37,3.56,5.00,0.00,0.25,0.00,1018,23,45,64,9
2016-3-15,11,7,14,2,9,-10,25,1993,1990,0.00,3.56,4.60,0.00,0.25,0.00,1009,9,37,60,15
2016-3-16,14,9,18,2,10,-10,27,1911,1990,0.51,3.56,5.16,0.00,0.25,0.00,1010,6,21,29,15
2016-3-17,12,7,17,2,10,-12,23,1916,1945,0.0,3.81,3.61,0.00,0.25,0.00,1010,8,32,52,16
2016-3-18,10,6,14,2,10,-13,25,1916,1989,0.00,3.56,7.87,0.00,0.25,0.00,1010,14,35,64,16
2016-3-19,5,2,8,2,11,-13,24,1967,1918,0.00,3.81,5.56,0.00,0.25,0.00,1019,8,24,39,16
2016-3-20,3,0,6,2,11,-11,28,1885,1945,1.78,3.81,4.90,0.0,0.25,0.00,1018,15,29,39,10
2016-3-21,5,0,10,3,11,-12,28,1885,1921,1.52,3.81,6.02,1.27,0.25,0.0,1012,13,32,53,9
2016-3-22,8,2,13,3,11,-11,25,1885,2012,0.00,3.81,8.74,0.00,0.25,0.00,1019,11,24,37,16
2016-3-23,16,9,22,3,11,-11,24,1875,1923,0.00,4.06,4.06,0.00,0.25,0.00,1014,10,24,42,16
2016-3-24,10,7,13,3,11,-11,24,1888,1988,0.00,3.81,5.21,0.00,0.00,0.00,1016,15,32,42,14
2016-3-25,14,7,22,3,12,-10,26,1878,1963,1.02,3.81,10.80,0.00,0.25,0.00,1008,6,23,35,12
2016-3-26,8,3,13,3,12,-6,24,1960,1922,0.00,3.81,3.61,0.00,0.25,0.00,1026,10,23,34,16
2016-3-27,9,6,13,3,12,-6,28,1894,1998,0.00,4.06,4.55,0.00,0.25,0.00,1027,9,21,32,16
2016-3-28,11,6,17,4,12,-10,28,1923,1945,9.65,3.81,7.57,0.00,0.00,0.00,1008,16,40,72,8
2016-3-29,8,4,12,4,12,-12,30,1923,1945,0.00,3.81,5.16,0.00,0.25,0.00,1014,19,42,69,16
2016-3-30,8,3,13,4,13,-8,27,1887,1998,0.00,4.06,6.22,0.00,0.25,0.00,1025,9,26,39,16
2016-3-31,16,9,23,4,13,-10,30,1923,1998,0.00,3.81,5.59,0.00,0.00,0.00,1014,11,26,45,16
2016-4-1,21,16,26,4,13,-11,28,1923,1917,0.25,4.06,4.80,0.00,0.25,0.0,1003,11,19,48,16
2016-4-2,13,9,16,4,13,-5,27,1919,1967,3.81,4.06,4.90,0.00,0.00,0.0,1000,8,14,32,15
2016-4-3,6,1,10,5,13,-4,27,1954,1981,2.29,4.06,4.83,0.0,0.00,0.00,1006,20,40,72,16
2016-4-4,3,-2,7,5,14,-6,26,1874,1892,11.94,4.06,5.05,0.0,0.25,0.0,1013,12,26,40,12
2016-4-5,2,-3,6,5,14,-6,26,1874,1928,0.00,4.06,7.01,0.00,0.00,0.00,1025,13,35,50,16
2016-4-6,4,-1,9,6,14,-6,26,1982,1947,0.00,3.81,6.40,0.00,0.00,0.00,1024,10,27,58,16
2016-4-7,12,9,14,6,14,-6,33,1982,2010,2.29,4.06,3.43,0.00,0.25,0.00,1001,11,32,55,15
2016-4-8,7,4,10,6,14,-3,32,1982,1991,0.25,3.81,4.90,0.00,0.00,0.00,1003,11,21,47,16
2016-4-9,4,2,6,6,15,-3,30,1977,1991,2.29,4.06,8.69,0.0,0.00,0.00,1009,20,23,31,14
2016-4-10,5,-1,10,6,15,-2,30,1997,1922,0.00,4.32,10.95,0.00,0.25,0.00,1024,8,21,39,16
2016-4-11,12,6,18,6,16,-4,28,1909,1955,0.25,4.06,2.79,0.00,0.00,0.00,1021,11,21,35,16
2016-4-12,11,7,15,7,16,-5,32,1874,1977,5.08,4.06,5.38,0.00,0.00,0.00,1017,9,34,48,15
2016-4-13,9,4,14,7,16,-3,31,1874,1977,0.00,4.06,3.20,0.00,0.00,0.00,1028,9,26,40,16
2016-4-14,12,6,17,7,16,-3,29,1950,1941,0.00,4.06,6.91,0.00,0.25,0.00,1027,10,19,32,16
2016-4-15,12,6,18,7,16,-2,30,1943,1941,0.00,3.81,19.23,0.00,0.00,0.00,1030,6,19,26,16
2016-4-16,13,6,20,7,17,-1,33,1928,2002,0.00,3.56,8.36,0.00,0.00,0.00,1030,13,121,32,16
2016-4-17,16,7,24,7,17,-2,35,1875,2002,0.00,3.81,3.28,0.00,0.00,0.00,1028,5,14,24,16
2016-4-18,19,11,28,8,17,-3,35,1875,1976,0.00,3.56,5.56,0.00,0.00,0.00,1022,6,23,35,16
2016-4-19,18,13,23,8,17,-6,33,1875,1976,0.00,3.81,4.98,0.00,0.25,0.00,1016,12,26,43,16
2016-4-20,15,9,21,8,17,-4,32,1897,1927,0.00,3.56,4.98,0.00,0.00,0.00,1023,10,26,34,16
2016-4-21,16,9,23,8,17,-3,30,1875,1923,0.00,3.56,5.79,0.00,0.00,0.00,1019,9,23,34,16
2016-4-22,22,17,26,8,18,0,30,1947,2001,0.0,3.56,6.22,0.00,0.00,0.00,1012,7,16,29,16
2016-4-23,17,12,22,8,18,0,30,1930,2007,4.06,3.56,5.94,0.00,0.00,0.00,1010,12,26,40,11
2016-4-24,14,8,20,9,18,0,30,1930,2001,0.00,3.56,5.51,0.00,0.00,0.00,1017,9,24,40,16
2016-4-25,16,10,21,9,18,-1,32,1919,1915,0.00,3.56,4.27,0.00,0.00,0.00,1014,6,14,23,16
2016-4-26,12,8,16,9,18,0,33,1919,2009,6.10,3.56,4.78,0.00,0.00,0.00,1008,12,27,42,9
2016-4-27,12,8,17,9,18,2,33,1932,1915,0.00,3.56,5.18,0.00,0.00,0.00,1012,7,19,32,16
2016-4-28,12,9,15,9,19,1,32,1934,1990,0.00,3.81,6.96,0.00,0.00,0.00,1016,7,21,29,16
2016-4-29,11,7,14,9,19,0,31,1874,1974,1.27,3.56,2.31,0.00,0.00,0.00,1019,9,23,32,16
2016-4-30,13,8,18,9,19,-1,32,1875,1942,0.00,3.30,12.62,0.00,0.00,0.00,1023,9,19,29,16
2016-5-1,9,7,11,10,19,1,30,1880,2001,4.06,3.05,6.30,0.00,0.00,0.00,1021,8,21,32,10
2016-5-2,12,7,16,10,19,2,32,1903,2001,1.02,3.05,2.79,0.00,0.00,0.00,1015,4,14,19,7
2016-5-3,12,11,13,10,19,2,33,1874,2018,15.49,3.30,4.22,0.00,0.00,0.00,1011,10,23,31,7
2016-5-4,10,9,11,10,20,3,33,1917,2001,0.25,3.30,5.13,0.00,0.00,0.00,1008,14,27,39,13
2016-5-5,11,8,14,11,20,1,32,1891,1980,0.00,3.30,7.67,0.00,0.00,0.00,1005,13,24,37,15
2016-5-6,11,9,12,11,20,0,33,1891,1986,13.72,3.30,3.71,0.00,0.00,0.00,1007,13,29,45,10
2016-5-7,12,9,16,11,20,2,33,1891,2000,0.00,3.56,9.70,0.00,0.00,0.00,1008,7,23,31,11
2016-5-8,14,9,19,11,21,2,32,1947,2000,4.06,3.05,7.67,0.00,0.00,0.00,1006,8,32,50,12
2016-5-9,17,11,22,11,21,1,34,1947,1979,0.00,3.30,3.61,0.00,0.00,0.00,1015,8,29,48,16
2016-5-10,14,10,17,11,21,2,34,1966,1979,0.00,3.30,5.33,0.00,0.00,0.00,1023,8,21,32,16
2016-5-11,17,10,24,11,21,2,33,1913,1993,0.00,3.05,4.24,0.00,0.00,0.00,1021,4,16,27,16
2016-5-12,20,13,27,12,21,4,33,1907,1881,0.00,3.30,4.67,0.00,0.00,0.00,1019,5,19,29,16
2016-5-13,17,14,18,12,21,3,31,1895,1956,6.35,3.05,4.22,0.00,0.00,0.00,1019,0.0,0.0,0.0,16
2016-5-14,18,13,23,12,21,4,31,1878,1900,0.0,3.05,8.59,0.00,0.00,0.00,1019,0.0,0.0,0.0,16
2016-5-15,11,8,14,12,22,5,32,1947,1900,0.0,3.30,2.95,0.00,0.00,0.00,1019,0.0,0.0,0.0,16
2016-5-16,13,6,19,12,22,5,32,1878,1951,0.00,3.30,6.76,0.00,0.00,0.00,1020,11,14,0.0,16
2016-5-17,14,11,18,12,22,3,33,1956,1974,0.0,3.30,2.67,0.00,0.00,0.00,1021,6,10,0.0,16
2016-5-18,13,12,14,13,22,5,33,1973,2017,0.0,3.30,5.54,0.00,0.00,0.00,1020,3,8,0.0,16
2016-5-19,18,12,23,13,22,3,37,1976,1962,0.00,3.30,5.13,0.00,0.00,0.00,1019,2,16,34,16
2016-5-20,18,12,24,13,22,6,35,2002,1996,0.00,3.56,5.16,0.00,0.00,0.00,1023,7,19,26,16
2016-5-21,16,12,19,13,22,4,33,1907,1996,1.02,3.56,4.93,0.00,0.00,0.00,1018,6,19,31,16
2016-5-22,16,11,21,13,22,6,35,1990,1941,2.29,3.81,3.17,0.00,0.00,0.00,1010,6,16,23,15
2016-5-23,19,13,26,13,23,6,34,1963,1964,0.51,3.81,6.86,0.00,0.00,0.00,1012,4,14,26,15
2016-5-24,19,14,23,13,23,3,33,1963,1975,4.57,3.81,5.26,0.00,0.00,0.00,1013,3,14,23,12
2016-5-25,24,16,31,14,23,5,35,1925,1880,0.00,3.81,2.18,0.00,0.00,0.00,1017,7,16,26,14
2016-5-26,27,21,32,14,23,5,35,1967,1880,0.00,3.81,3.25,0.00,0.00,0.00,1018,6,16,27,14
2016-5-27,27,23,31,14,23,5,35,1961,1880,0.00,3.56,6.65,0.00,0.00,0.00,1017,6,21,32,12
2016-5-28,28,22,33,14,23,6,34,1961,1959,0.00,3.56,2.95,0.00,0.00,0.00,1019,7,19,37,12
2016-5-29,26,21,31,14,23,6,36,1902,1969,0.0,4.06,10.13,0.00,0.00,0.00,1019,8,21,39,15
2016-5-30,24,20,28,14,24,5,36,1884,1987,41.91,3.81,5.56,0.00,0.00,0.00,1016,5,19,48,9
2016-5-31,26,22,29,15,24,7,35,1938,1939,0.00,3.81,7.95,0.00,0.00,0.00,1014,5,19,32,13
2016-6-1,24,19,28,15,24,6,35,1945,1895,0.00,4.06,6.60,0.00,0.00,0.00,1019,10,21,27,14
2016-6-2,21,17,26,15,24,8,35,1946,1895,0.00,4.06,7.09,0.00,0.00,0.00,1020,8,19,26,12
2016-6-3,19,17,21,16,24,7,35,1929,1895,1.02,4.06,7.65,0.00,0.00,0.00,1018,2,13,16,9
2016-6-4,24,19,28,16,24,8,37,1926,1925,10.16,4.06,6.99,0.00,0.00,0.00,1015,4,14,21,8
2016-6-5,20,18,22,16,24,8,37,1945,1925,23.11,4.06,7.11,0.00,0.00,0.00,1008,5,29,61,8
2016-6-6,23,18,28,16,25,8,36,1945,1925,0.00,4.06,6.65,0.00,0.00,0.00,1004,9,21,35,12
2016-6-7,24,18,29,16,25,8,35,1897,1925,0.0,4.06,10.57,0.00,0.00,0.00,1000,8,27,48,14
2016-6-8,16,11,19,16,25,8,35,1932,1933,11.43,4.06,3.73,0.00,0.00,0.00,1004,12,27,45,12
2016-6-9,17,12,22,17,26,8,36,1980,1933,0.00,4.06,6.48,0.00,0.00,0.00,1010,14,34,52,15
2016-6-10,19,14,25,17,26,9,35,1972,2008,0.00,4.06,5.26,0.00,0.00,0.00,1015,9,23,39,16
2016-6-11,23,15,31,17,26,7,35,1972,1973,0.00,4.06,2.90,0.00,0.00,0.00,1012,5,24,40,15
2016-6-12,23,17,28,17,26,8,33,1979,1973,0.00,4.06,5.54,0.00,0.00,0.00,1005,13,34,58,14
2016-6-13,19,14,23,17,26,10,35,1953,1961,0.00,4.06,4.34,0.00,0.00,0.00,1010,12,23,43,16
2016-6-14,21,14,26,17,26,9,37,1875,1956,0.00,4.06,6.45,0.00,0.00,0.00,1013,7,16,27,16
2016-6-15,23,17,29,18,26,8,35,1933,1994,0.00,3.81,2.87,0.00,0.00,0.00,1013,4,19,29,16
2016-6-16,21,18,23,18,27,11,36,1927,1891,5.59,3.81,3.33,0.00,0.00,0.00,1009,3,13,26,10
2016-6-17,22,17,26,18,27,10,35,1926,1957,0.00,4.06,4.62,0.00,0.00,0.00,1014,8,21,31,15
2016-6-18,23,16,31,18,27,8,35,1950,1929,0.00,3.56,5.84,0.00,0.00,0.00,1023,4,14,26,16
2016-6-19,25,19,31,18,27,11,36,1920,1994,0.00,3.56,5.49,0.00,0.00,0.00,1025,5,19,31,15
2016-6-20,23,18,29,18,27,9,36,1914,1923,0.00,3.30,3.53,0.00,0.00,0.00,1019,5,19,27,14
2016-6-21,27,22,31,18,27,9,36,1897,1988,0.0,3.56,4.32,0.00,0.00,0.00,1009,8,24,43,15
2016-6-22,25,20,30,19,27,11,36,1940,1988,0.00,3.30,4.98,0.00,0.00,0.00,1010,7,27,42,16
2016-6-23,24,21,28,19,27,9,35,1918,1888,0.00,3.30,4.45,0.00,0.00,0.00,1011,3,13,19,14
2016-6-24,24,19,29,19,28,11,35,1932,1888,0.00,3.30,3.71,0.00,0.00,0.00,1016,10,24,35,14
2016-6-25,24,18,30,19,28,10,37,1873,1952,0.00,3.56,3.25,0.00,0.00,0.00,1022,6,14,24,15
2016-6-26,25,19,31,19,28,13,37,1979,1952,0.00,3.30,10.90,0.00,0.00,0.00,1022,4,16,27,14
2016-6-27,24,19,28,19,28,12,38,1940,1966,11.43,3.05,5.36,0.00,0.00,0.00,1017,8,19,35,13
2016-6-28,22,20,24,19,28,12,35,1995,1991,3.05,3.30,4.29,0.00,0.00,0.00,1014,6,19,27,9
2016-6-29,24,19,28,19,28,11,38,1919,1934,0.25,3.05,6.53,0.00,0.00,0.00,1012,4,16,27,12
2016-6-30,24,19,29,19,28,11,37,1919,1964,0.00,3.30,7.80,0.00,0.00,0.00,1015,5,13,24,16
2016-7-1,23,19,26,20,28,11,37,1943,1901,21.08,3.05,5.51,0.00,0.00,0.00,1014,5,21,35,10
2016-7-2,21,17,24,20,28,13,37,2001,1966,0.00,3.30,4.55,0.00,0.00,0.00,1015,9,21,39,14
2016-7-3,22,18,26,20,28,12,39,1933,1966,0.00,3.05,7.11,0.00,0.00,0.00,1019,5,14,26,16
2016-7-4,24,19,29,20,29,12,38,1986,1949,12.45,3.30,4.47,0.00,0.00,0.00,1016,5,19,34,12
2016-7-5,26,21,30,20,29,11,38,1979,1999,16.76,3.05,7.80,0.00,0.00,0.00,1010,5,19,26,9
2016-7-6,28,24,33,20,29,12,39,1979,2010,0.00,3.30,5.00,0.00,0.00,0.00,1010,4,13,26,14
2016-7-7,28,25,32,20,29,13,37,1914,2010,1.02,3.30,7.95,0.00,0.00,0.00,1008,3,14,29,11
2016-7-8,25,19,30,21,29,13,37,1894,1993,2.03,3.56,4.57,0.00,0.00,0.00,1009,9,21,29,11
2016-7-9,21,18,22,21,29,12,41,1963,1936,13.46,3.56,2.77,0.00,0.00,0.00,1011,6,16,26,10
2016-7-10,23,19,27,21,29,12,38,1890,1993,0.0,3.81,4.55,0.00,0.00,0.00,1011,7,19,35,12
2016-7-11,23,18,27,21,29,13,36,1898,1988,0.00,3.81,4.93,0.00,0.00,0.00,1018,5,16,24,16
2016-7-12,24,20,28,21,29,13,37,1926,1966,0.00,3.81,6.81,0.00,0.00,0.00,1019,7,21,31,16
2016-7-13,26,22,29,21,29,12,38,1888,1966,0.00,4.32,8.03,0.00,0.00,0.00,1017,7,16,32,15
2016-7-14,27,23,31,21,29,14,37,1926,1954,15.75,4.06,4.06,0.00,0.00,0.00,1013,5,32,56,11
2016-7-15,29,26,31,21,29,13,38,1930,1995,0.00,3.81,5.92,0.00,0.00,0.00,1011,7,21,34,14
2016-7-16,28,24,32,21,29,13,37,1946,1980,0.0,4.06,3.51,0.00,0.00,0.00,1016,7,21,37,14
2016-7-17,28,24,32,21,29,13,37,1892,1953,0.00,3.81,7.95,0.00,0.00,0.00,1019,4,16,26,14
2016-7-18,28,22,34,21,29,13,38,1925,1953,8.89,3.81,4.47,0.00,0.00,0.00,1017,9,21,35,12
2016-7-19,26,23,28,21,29,13,38,1924,1977,0.00,4.06,4.62,0.00,0.00,0.00,1019,8,19,37,15
2016-7-20,25,20,29,21,29,12,38,1890,1980,0.00,3.81,5.00,0.00,0.00,0.00,1022,5,16,23,16
2016-7-21,27,22,32,21,29,12,40,1890,1977,0.00,3.81,5.74,0.00,0.00,0.00,1020,8,19,34,14
2016-7-22,29,23,34,21,29,12,40,1873,2011,0.00,3.56,4.72,0.00,0.00,0.00,1012,10,26,42,12
2016-7-23,31,27,36,21,29,14,37,1890,2011,0.00,3.81,6.12,0.00,0.00,0.00,1010,8,24,39,14
2016-7-24,29,24,34,21,29,13,36,1893,1999,0.00,3.81,9.52,0.00,0.00,0.00,1014,6,14,29,15
2016-7-25,28,23,34,21,29,13,36,1953,1999,25.40,3.81,4.17,0.00,0.00,0.00,1012,5,29,50,8
2016-7-26,27,22,32,21,29,12,36,1920,1940,0.00,4.06,9.65,0.00,0.00,0.00,1012,7,19,35,14
2016-7-27,28,23,33,21,29,12,36,1920,1963,0.00,4.06,6.73,0.00,0.00,0.00,1013,3,13,18,15
2016-7-28,29,24,35,21,29,13,36,1903,1999,0.0,4.32,7.90,0.00,0.00,0.00,1012,5,21,37,12
2016-7-29,25,21,29,21,29,15,37,1914,1949,27.69,4.32,8.81,0.00,0.00,0.00,1011,7,21,29,7
2016-7-30,26,23,29,21,29,13,36,1956,1988,6.35,4.32,9.04,0.00,0.00,0.00,1016,6,16,32,6
2016-7-31,24,22,26,21,29,13,38,1914,1933,27.43,4.32,5.82,0.00,0.00,0.00,1016,7,23,32,9
2016-8-1,24,21,27,21,29,15,37,1964,1933,0.0,4.06,7.24,0.00,0.00,0.00,1018,8,21,27,14
2016-8-2,23,20,26,21,29,14,37,1924,1955,0.00,4.06,6.32,0.00,0.00,0.00,1019,11,26,32,15
2016-8-3,23,19,27,21,29,12,36,1927,2005,0.00,4.32,6.88,0.00,0.00,0.00,1021,5,14,26,15
2016-8-4,23,19,27,21,29,13,37,1886,1944,0.00,4.06,8.26,0.00,0.00,0.00,1021,3,13,24,15
2016-8-5,24,21,28,21,29,13,38,1951,1944,0.00,4.06,3.66,0.00,0.00,0.00,1015,6,16,31,15
2016-8-6,27,22,31,21,29,13,36,1994,1955,1.27,4.06,8.41,0.00,0.00,0.00,1008,8,23,35,13
2016-8-7,26,21,30,21,29,13,40,1994,1918,0.00,3.81,5.54,0.00,0.00,0.00,1011,6,16,29,15
2016-8-8,26,22,30,21,29,12,37,1903,2001,0.00,3.81,6.60,0.00,0.00,0.00,1017,2,13,18,15
2016-8-9,26,22,31,21,29,13,39,1989,2001,0.00,3.81,10.41,0.00,0.00,0.00,1022,4,16,29,15
2016-8-10,27,24,30,21,28,12,36,1879,1949,2.29,3.56,11.79,0.00,0.00,0.00,1021,7,19,32,13
2016-8-11,28,23,33,21,28,13,38,1962,1944,3.81,3.56,6.07,0.00,0.00,0.00,1017,7,21,32,13
2016-8-12,28,23,34,20,28,12,36,1889,1944,8.13,3.56,9.19,0.00,0.00,0.00,1014,8,21,35,11
2016-8-13,32,27,36,20,28,12,37,1930,2005,0.00,3.56,6.86,0.00,0.00,0.00,1012,6,19,31,13
2016-8-14,30,26,34,20,28,12,37,1964,1988,1.52,3.81,14.76,0.00,0.00,0.00,1014,6,19,35,14
2016-8-15,29,25,33,20,28,12,36,1964,1988,0.00,3.56,3.86,0.00,0.00,0.00,1020,5,14,23,15
2016-8-16,28,26,31,20,28,12,35,1880,1944,2.79,3.81,12.19,0.00,0.00,0.00,1019,6,21,39,12
2016-8-17,27,25,29,20,28,13,35,1979,1944,0.25,3.56,7.26,0.00,0.00,0.00,1016,9,27,53,15
2016-8-18,26,22,29,20,28,12,34,1915,2002,0.76,3.56,10.03,0.00,0.00,0.00,1015,3,14,21,14
2016-8-19,27,23,31,20,28,12,34,1924,2002,0.25,3.81,6.43,0.00,0.00,0.00,1013,4,19,26,14
2016-8-20,25,21,28,20,28,12,36,1949,1955,20.83,3.56,9.22,0.00,0.00,0.00,1014,7,26,37,11
2016-8-21,27,23,30,20,28,11,35,1922,1955,7.87,3.81,10.64,0.00,0.00,0.00,1011,7,19,34,11
2016-8-22,22,18,26,19,28,11,35,1895,1916,0.00,3.56,4.70,0.00,0.00,0.00,1016,9,23,47,16
2016-8-23,22,16,28,19,28,10,33,1923,1916,0.00,3.56,7.70,0.00,0.00,0.00,1025,3,14,27,16
2016-8-24,26,20,31,19,28,11,34,1890,1972,0.00,3.56,9.17,0.00,0.00,0.00,1025,5,10,0.0,15
2016-8-25,26,21,30,19,28,11,35,1940,1948,0.00,3.56,4.72,0.00,0.00,0.0,1025,0.0,0.0,0.0,15
2016-8-26,28,24,32,19,27,11,39,1887,1948,0.00,3.05,8.23,0.00,0.00,0.0,1025,0.0,0.0,0.0,15
2016-8-27,28,24,32,19,27,10,38,1885,1948,0.00,3.30,10.57,0.00,0.00,0.0,1023,4,16,27,15
2016-8-28,27,22,32,19,27,10,37,1885,1948,0.00,3.30,10.13,0.00,0.00,0.00,1023,4,11,0.0,15
2016-8-29,28,23,33,19,27,10,37,1986,1953,0.00,3.05,6.81,0.00,0.00,0.00,1020,9,16,31,15
2016-8-30,26,21,30,19,27,10,36,1965,1973,0.00,3.05,5.84,0.00,0.00,0.00,1020,5,19,26,16
2016-8-31,28,23,32,19,27,10,37,1976,1953,0.0,3.05,9.55,0.00,0.00,0.00,1015,5,14,27,13
2016-9-1,23,21,26,19,27,10,36,1872,1953,12.70,3.30,9.75,0.00,0.00,0.00,1011,3,16,26,9
2016-9-2,23,19,27,18,27,10,38,1886,1953,0.00,3.30,5.38,0.00,0.00,0.00,1018,10,21,29,16
2016-9-3,22,19,24,18,27,10,37,1893,1929,0.00,3.30,8.43,0.00,0.00,0.00,1021,11,24,39,16
2016-9-4,23,18,27,18,26,8,36,1883,1929,0.00,3.56,8.84,0.00,0.00,0.00,1023,11,24,34,16
2016-9-5,24,18,29,18,26,10,34,1963,1985,0.00,3.30,6.22,0.00,0.00,0.00,1020,12,26,43,16
2016-9-6,24,22,27,18,26,8,36,1924,1881,0.0,3.30,8.28,0.00,0.00,0.00,1015,16,29,48,16
2016-9-7,26,22,29,18,26,7,38,1888,1881,0.00,3.56,5.26,0.00,0.00,0.00,1015,10,23,35,15
2016-9-8,27,22,32,18,26,12,36,1955,2015,0.00,3.30,12.34,0.00,0.00,0.00,1012,4,16,31,13
2016-9-9,28,24,33,17,26,8,34,1883,1915,5.59,3.30,2.18,0.00,0.00,0.00,1013,6,16,27,13
2016-9-10,28,23,32,17,25,6,36,1883,1983,0.0,3.30,4.01,0.00,0.00,0.00,1015,7,16,34,10
2016-9-11,24,19,28,17,25,6,37,1917,1983,0.00,3.30,7.37,0.00,0.00,0.00,1015,9,26,45,14
2016-9-12,21,17,26,17,25,7,34,1917,1961,0.00,3.56,5.97,0.00,0.00,0.00,1023,7,14,26,16
2016-9-13,23,18,28,17,24,7,34,1963,1952,0.00,3.56,10.01,0.00,0.00,0.00,1022,6,21,37,16
2016-9-14,26,19,33,17,24,7,33,1975,1931,14.22,3.56,9.70,0.00,0.00,0.00,1018,8,24,43,12
2016-9-15,20,16,23,16,24,7,33,1913,1927,0.00,3.81,10.57,0.00,0.00,0.00,1024,8,24,39,16
2016-9-16,19,16,23,16,24,8,33,1966,1915,0.00,3.81,12.75,0.00,0.00,0.00,1026,4,14,27,16
2016-9-17,19,15,25,16,24,7,33,1986,1991,0.00,3.81,8.56,0.00,0.00,0.0,1023,5,13,0.0,16
2016-9-18,24,21,28,16,24,6,32,1990,1891,0.00,3.81,9.96,0.00,0.00,0.00,1018,6,19,29,14
2016-9-19,23,21,24,16,23,6,34,1929,1983,17.27,3.81,10.92,0.00,0.00,0.00,1017,4,19,29,10
2016-9-20,24,20,28,15,23,6,33,1993,1983,0.00,3.81,5.89,0.00,0.00,0.00,1019,4,14,19,14
2016-9-21,24,20,29,15,23,4,35,1871,1895,0.00,3.81,14.07,0.00,0.00,0.00,1021,6,19,27,15
2016-9-22,24,18,30,15,23,5,35,1904,1914,0.00,3.81,5.94,0.00,0.00,0.00,1021,4,13,23,16
2016-9-23,24,18,31,14,23,5,36,1947,1895,0.25,3.56,21.03,0.00,0.00,0.00,1016,3,19,27,15
2016-9-24,18,14,22,14,22,4,32,1963,2017,5.08,3.81,5.74,0.00,0.00,0.00,1019,8,23,37,14
2016-9-25,17,12,21,14,22,4,32,1887,1970,0.00,3.56,5.99,0.00,0.00,0.00,1022,5,16,24,16
2016-9-26,18,12,23,14,22,5,32,1940,1970,0.00,3.81,5.94,0.00,0.00,0.00,1020,7,19,31,16
2016-9-27,21,18,23,14,22,5,32,1957,1933,5.59,3.81,7.95,0.00,0.00,0.00,1013,5,16,29,12
2016-9-28,17,13,21,13,21,5,31,1947,1881,0.00,4.06,9.75,0.00,0.00,0.00,1020,13,29,43,12
2016-9-29,16,14,18,13,21,5,31,1942,1945,0.00,4.06,5.54,0.00,0.00,0.00,1027,18,34,50,15
2016-9-30,14,13,15,13,21,3,31,1912,1986,10.16,4.06,6.71,0.00,0.00,0.00,1026,15,26,45,7
2016-10-1,15,13,17,13,21,2,31,1947,1927,0.00,3.81,12.65,0.00,0.00,0.00,1023,12,26,37,15
2016-10-2,16,14,17,13,21,3,32,1886,1927,0.00,3.56,5.49,0.00,0.00,0.00,1019,4,14,19,13
